Volatility 3 Framework 2.26.2

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531992	systemd-udevd	27587	27587	14	0x9b933410b000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	3347381549	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27588	27588	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27588	27588	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27588	27588	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27588	27588	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27588	27588	14	0x9b933410d000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	3319093098	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27589	27589	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27589	27589	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27589	27589	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27589	27589	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27589	27589	14	0x9b9333ec0800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	3432741942	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27590	27590	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27590	27590	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27590	27590	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27590	27590	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27590	27590	14	0x9b9333ec5800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	2389006732	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27591	27591	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27591	27591	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27591	27591	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27591	27591	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27591	27591	14	0x9b9333ec1000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	2831443336	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27592	27592	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27592	27592	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27592	27592	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27592	27592	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27592	27592	14	0x9b9333ec5000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	2940885332	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27593	27593	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27593	27593	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27593	27593	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27593	27593	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27593	27593	14	0x9b9333ec3000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	4082286059	group:0x00000000	0	UNCONNECTED	-
4026531992	systemd-udevd	27594	27594	1	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27594	27594	2	0x9b9326c78880	AF_UNIX	STREAM	-	-	31514	/run/systemd/journal/stdout	30238	ESTABLISHED	-
4026531992	systemd-udevd	27594	27594	5	0x9b9328f2fb40	AF_UNIX	DGRAM	-	-	31523	/run/systemd/journal/socket	31154	UNCONNECTED	-
4026531992	systemd-udevd	27594	27594	7	0x9b9328f2c400	AF_UNIX	DGRAM	-	-	31526	-	31525	UNCONNECTED	-
4026531992	systemd-udevd	27594	27594	14	0x9b9333ec0000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	-	2364914860	group:0x00000000	0	UNCONNECTED	-
